datetime,Platform Name,location,priority,monitoring item
8/2/2019 19:38,platform 1,location 1,WARNING,Consumer
8/2/2019 19:33,platform 1,location 1,WARNING,Consumer
8/2/2019 19:28,platform 1,location 1,WARNING,Consumer
8/2/2019 19:23,platform 1,location 1,WARNING,Consumer
8/2/2019 19:18,platform 1,location 1,WARNING,Consumer
8/2/2019 19:13,platform 1,location 1,WARNING,Consumer
8/2/2019 19:08,platform 1,location 1,WARNING,Consumer
8/2/2019 19:03,platform 1,location 1,WARNING,Consumer
8/2/2019 18:58,platform 1,location 1,WARNING,Consumer
8/2/2019 18:53,platform 1,location 1,WARNING,Consumer
8/2/2019 18:48,platform 1,location 1,WARNING,Consumer
8/2/2019 18:43,platform 1,location 1,WARNING,Consumer
8/2/2019 18:38,platform 1,location 1,WARNING,Consumer
8/2/2019 18:28,platform 1,location 1,WARNING,Consumer
8/2/2019 18:23,platform 1,location 1,WARNING,Consumer
8/2/2019 18:18,platform 1,location 1,WARNING,Consumer
8/2/2019 18:13,platform 1,location 1,WARNING,Consumer
8/2/2019 18:08,platform 1,location 1,WARNING,Consumer
8/2/2019 18:03,platform 1,location 1,WARNING,Consumer
8/2/2019 17:58,platform 1,location 1,WARNING,Consumer
8/2/2019 17:48,platform 1,location 1,WARNING,Consumer
8/2/2019 17:43,platform 1,location 1,WARNING,Consumer
8/2/2019 17:38,platform 1,location 1,WARNING,Consumer
8/2/2019 17:33,platform 1,location 1,WARNING,Consumer
8/2/2019 17:28,platform 1,location 1,WARNING,Consumer
8/2/2019 17:23,platform 1,location 1,CRITICAL,Consumer
8/2/2019 17:18,platform 1,location 1,WARNING,Consumer
8/2/2019 17:13,platform 1,location 1,WARNING,Consumer
8/2/2019 17:08,platform 1,location 1,WARNING,Consumer
8/2/2019 17:03,platform 1,location 1,WARNING,Consumer
8/2/2019 16:58,platform 1,location 1,WARNING,Consumer
8/2/2019 16:53,platform 1,location 1,WARNING,Consumer
8/2/2019 16:48,platform 1,location 1,WARNING,Consumer
8/2/2019 16:43,platform 1,location 1,WARNING,Consumer
8/2/2019 16:38,platform 1,location 1,WARNING,Consumer
8/2/2019 16:33,platform 1,location 1,WARNING,Consumer
8/2/2019 16:28,platform 1,location 1,WARNING,Consumer
8/2/2019 16:23,platform 1,location 1,WARNING,Consumer
8/2/2019 16:18,platform 1,location 1,WARNING,Consumer
8/2/2019 16:13,platform 1,location 1,WARNING,Consumer
8/2/2019 16:08,platform 1,location 1,WARNING,Consumer
8/2/2019 16:03,platform 1,location 1,WARNING,Consumer
8/2/2019 15:58,platform 1,location 1,WARNING,Consumer
8/2/2019 15:53,platform 1,location 1,WARNING,Consumer
8/2/2019 15:48,platform 1,location 1,WARNING,Consumer
8/2/2019 15:43,platform 1,location 1,WARNING,Consumer
8/2/2019 15:38,platform 1,location 1,WARNING,Consumer
8/2/2019 15:33,platform 1,location 1,WARNING,Consumer
8/2/2019 15:28,platform 1,location 1,WARNING,Consumer
8/2/2019 15:23,platform 1,location 1,WARNING,Consumer
8/2/2019 15:18,platform 1,location 1,WARNING,Consumer
8/2/2019 15:13,platform 1,location 1,WARNING,Consumer
8/2/2019 15:08,platform 1,location 1,WARNING,Consumer
8/2/2019 15:03,platform 1,location 1,WARNING,Consumer
8/2/2019 14:58,platform 1,location 1,WARNING,Consumer
8/2/2019 14:53,platform 1,location 1,WARNING,Consumer
8/2/2019 14:48,platform 1,location 1,WARNING,Consumer
8/2/2019 14:43,platform 1,location 1,WARNING,Consumer
8/2/2019 14:38,platform 1,location 1,WARNING,Consumer
8/2/2019 14:33,platform 1,location 1,WARNING,Consumer
8/2/2019 14:28,platform 1,location 1,WARNING,Consumer
8/2/2019 14:23,platform 1,location 1,WARNING,Consumer
8/2/2019 14:18,platform 1,location 1,WARNING,Consumer
8/2/2019 14:13,platform 1,location 1,WARNING,Consumer
8/2/2019 14:08,platform 1,location 1,WARNING,Consumer
8/2/2019 14:03,platform 1,location 1,WARNING,Consumer
8/2/2019 13:58,platform 1,location 1,WARNING,Consumer
8/2/2019 13:53,platform 1,location 1,WARNING,Consumer
8/2/2019 13:48,platform 1,location 1,WARNING,Consumer
8/2/2019 13:43,platform 1,location 1,WARNING,Consumer
8/2/2019 13:38,platform 1,location 1,WARNING,Consumer
8/2/2019 13:33,platform 1,location 1,WARNING,Consumer
8/2/2019 13:28,platform 1,location 1,WARNING,Consumer
8/2/2019 13:13,platform 1,location 1,WARNING,Consumer
8/2/2019 13:03,platform 1,location 1,WARNING,Consumer
8/2/2019 12:58,platform 1,location 1,WARNING,Consumer
8/2/2019 12:53,platform 1,location 1,CRITICAL,Consumer
8/2/2019 12:48,platform 1,location 1,CRITICAL,Consumer
8/2/2019 12:43,platform 1,location 1,WARNING,Consumer
8/2/2019 12:38,platform 1,location 1,WARNING,Consumer
8/2/2019 12:33,platform 1,location 1,WARNING,Consumer
8/2/2019 12:28,platform 1,location 1,WARNING,Consumer
8/2/2019 12:23,platform 1,location 1,WARNING,Consumer
8/2/2019 12:18,platform 1,location 1,WARNING,Consumer
8/2/2019 12:08,platform 1,location 1,WARNING,Consumer
8/2/2019 11:58,platform 1,location 1,WARNING,Consumer
8/2/2019 11:48,platform 1,location 1,WARNING,Consumer
8/2/2019 11:43,platform 1,location 1,WARNING,Consumer
8/2/2019 11:38,platform 1,location 1,WARNING,Consumer
8/2/2019 11:33,platform 1,location 1,WARNING,Consumer
8/2/2019 11:28,platform 1,location 1,WARNING,Consumer
8/2/2019 11:23,platform 1,location 1,WARNING,Consumer
8/2/2019 11:18,platform 1,location 1,WARNING,Consumer
8/2/2019 11:13,platform 1,location 1,WARNING,Consumer
8/2/2019 11:08,platform 1,location 1,WARNING,Consumer
8/2/2019 11:03,platform 1,location 1,WARNING,Consumer
8/2/2019 10:53,platform 1,location 1,WARNING,Consumer
8/2/2019 10:48,platform 1,location 1,WARNING,Consumer
8/2/2019 10:43,platform 1,location 1,WARNING,Consumer
8/2/2019 10:23,platform 1,location 1,WARNING,Consumer
8/2/2019 10:13,platform 1,location 1,WARNING,Consumer
8/2/2019 10:08,platform 1,location 1,WARNING,Consumer
8/2/2019 9:58,platform 1,location 1,WARNING,Consumer
8/2/2019 9:53,platform 1,location 1,WARNING,Consumer
8/2/2019 9:23,platform 1,location 1,WARNING,Consumer
8/2/2019 9:18,platform 1,location 1,WARNING,Consumer
8/2/2019 9:03,platform 1,location 1,WARNING,Consumer
8/2/2019 8:58,platform 1,location 1,WARNING,Consumer
8/2/2019 8:53,platform 1,location 1,WARNING,Consumer
8/2/2019 8:48,platform 1,location 1,WARNING,Consumer
8/2/2019 8:28,platform 1,location 1,WARNING,Consumer
8/2/2019 8:23,platform 1,location 1,WARNING,Consumer
8/2/2019 8:22,platform 1,location 1,WARNING,Controller
8/2/2019 8:13,platform 1,location 1,WARNING,Consumer
8/2/2019 8:08,platform 1,location 1,WARNING,Consumer
8/2/2019 8:03,platform 1,location 1,WARNING,Consumer
8/2/2019 7:58,platform 1,location 1,WARNING,Consumer
8/2/2019 7:38,platform 1,location 1,WARNING,Consumer
8/2/2019 7:28,platform 1,location 1,WARNING,Consumer
8/2/2019 7:23,platform 1,location 1,WARNING,Consumer
8/2/2019 7:18,platform 1,location 1,WARNING,Consumer
8/2/2019 7:13,platform 1,location 1,WARNING,Consumer
8/2/2019 7:08,platform 1,location 1,WARNING,Consumer
8/2/2019 7:03,platform 1,location 1,WARNING,Consumer
8/2/2019 6:58,platform 1,location 1,WARNING,Consumer
8/2/2019 6:53,platform 1,location 1,WARNING,Consumer
8/2/2019 6:48,platform 1,location 1,WARNING,Consumer
8/2/2019 6:33,platform 1,location 1,WARNING,Consumer
8/2/2019 6:28,platform 1,location 1,WARNING,Consumer
8/2/2019 6:23,platform 1,location 1,WARNING,Consumer
8/2/2019 6:18,platform 1,location 1,WARNING,Consumer
8/2/2019 6:13,platform 1,location 1,WARNING,Consumer
8/2/2019 6:08,platform 1,location 1,WARNING,Consumer
8/2/2019 6:03,platform 1,location 1,WARNING,Consumer
8/2/2019 5:58,platform 1,location 1,WARNING,Consumer
8/2/2019 5:53,platform 1,location 1,WARNING,Consumer
8/2/2019 5:48,platform 1,location 1,WARNING,Consumer
8/2/2019 5:43,platform 1,location 1,WARNING,Consumer
8/2/2019 5:38,platform 1,location 1,WARNING,Consumer
8/2/2019 5:28,platform 1,location 1,WARNING,Consumer
8/2/2019 5:23,platform 1,location 1,WARNING,Consumer
8/2/2019 5:18,platform 1,location 1,WARNING,Consumer
8/2/2019 5:13,platform 1,location 1,WARNING,Consumer
8/2/2019 5:03,platform 1,location 1,WARNING,Consumer
8/2/2019 4:58,platform 1,location 1,WARNING,Consumer
8/2/2019 4:53,platform 1,location 1,WARNING,Consumer
8/2/2019 4:48,platform 1,location 1,WARNING,Consumer
8/2/2019 4:43,platform 1,location 1,WARNING,Consumer
8/2/2019 4:38,platform 1,location 1,WARNING,Consumer
8/2/2019 4:33,platform 1,location 1,WARNING,Consumer
8/2/2019 4:28,platform 1,location 1,WARNING,Consumer
8/2/2019 4:23,platform 1,location 1,WARNING,Consumer
8/2/2019 4:18,platform 1,location 1,WARNING,Consumer
8/2/2019 4:13,platform 1,location 1,WARNING,Consumer
8/2/2019 4:08,platform 1,location 1,WARNING,Consumer
8/2/2019 4:03,platform 1,location 1,WARNING,Consumer
8/2/2019 3:58,platform 1,location 1,WARNING,Consumer
8/2/2019 3:53,platform 1,location 1,WARNING,Consumer
8/2/2019 3:48,platform 1,location 1,WARNING,Consumer
8/2/2019 3:43,platform 1,location 1,WARNING,Consumer
8/2/2019 3:38,platform 1,location 1,WARNING,Consumer
8/2/2019 3:33,platform 1,location 1,WARNING,Consumer
8/2/2019 3:28,platform 1,location 1,WARNING,Consumer
8/2/2019 3:23,platform 1,location 1,WARNING,Consumer
8/2/2019 3:18,platform 1,location 1,WARNING,Consumer
8/2/2019 3:13,platform 1,location 1,WARNING,Consumer
8/2/2019 3:08,platform 1,location 1,WARNING,Consumer
8/2/2019 3:03,platform 1,location 1,WARNING,Consumer
8/2/2019 2:58,platform 1,location 1,WARNING,Consumer
8/2/2019 2:53,platform 1,location 1,WARNING,Consumer
8/2/2019 2:48,platform 1,location 1,WARNING,Consumer
8/2/2019 2:43,platform 1,location 1,WARNING,Consumer
8/2/2019 2:38,platform 1,location 1,WARNING,Consumer
8/2/2019 2:33,platform 1,location 1,WARNING,Consumer
8/2/2019 2:28,platform 1,location 1,WARNING,Consumer
8/2/2019 2:23,platform 1,location 1,WARNING,Consumer
8/2/2019 2:18,platform 1,location 1,WARNING,Consumer
8/2/2019 2:13,platform 1,location 1,WARNING,Consumer
8/2/2019 2:08,platform 1,location 1,WARNING,Consumer
8/2/2019 2:03,platform 1,location 1,WARNING,Consumer
8/2/2019 1:58,platform 1,location 1,WARNING,Consumer
8/2/2019 1:53,platform 1,location 1,WARNING,Consumer
8/2/2019 1:48,platform 1,location 1,WARNING,Consumer
8/2/2019 1:43,platform 1,location 1,WARNING,Consumer
8/2/2019 1:38,platform 1,location 1,WARNING,Consumer
8/2/2019 1:33,platform 1,location 1,WARNING,Consumer
8/2/2019 1:28,platform 1,location 1,WARNING,Consumer
8/2/2019 1:23,platform 1,location 1,WARNING,Consumer
8/2/2019 1:18,platform 1,location 1,WARNING,Consumer
8/2/2019 1:13,platform 1,location 1,WARNING,Consumer
8/2/2019 1:08,platform 1,location 1,WARNING,Consumer
8/2/2019 1:03,platform 1,location 1,WARNING,Consumer
8/2/2019 0:58,platform 1,location 1,WARNING,Consumer
8/2/2019 0:53,platform 1,location 1,WARNING,Consumer
8/2/2019 0:48,platform 1,location 1,WARNING,Consumer
8/2/2019 0:38,platform 1,location 1,WARNING,Consumer
8/2/2019 0:33,platform 1,location 1,WARNING,Consumer
8/2/2019 0:28,platform 1,location 1,WARNING,Consumer
8/2/2019 0:23,platform 1,location 1,WARNING,Consumer
8/2/2019 0:18,platform 1,location 1,CRITICAL,Consumer
8/2/2019 0:13,platform 1,location 1,WARNING,Consumer
8/2/2019 0:08,platform 1,location 1,WARNING,Consumer
8/2/2019 0:03,platform 1,location 1,WARNING,Consumer
8/1/2019 23:58,platform 1,location 1,WARNING,Consumer
8/1/2019 23:48,platform 1,location 1,WARNING,Consumer
8/1/2019 23:43,platform 1,location 1,WARNING,Consumer
8/1/2019 23:38,platform 1,location 1,WARNING,Consumer
8/1/2019 23:33,platform 1,location 1,WARNING,Consumer
8/1/2019 23:28,platform 1,location 1,WARNING,Consumer
8/1/2019 23:23,platform 1,location 1,WARNING,Consumer
8/1/2019 23:18,platform 1,location 1,WARNING,Consumer
8/1/2019 23:13,platform 1,location 1,WARNING,Consumer
8/1/2019 23:08,platform 1,location 1,WARNING,Consumer
8/1/2019 23:03,platform 1,location 1,WARNING,Consumer
8/1/2019 22:58,platform 1,location 1,WARNING,Consumer
8/1/2019 22:53,platform 1,location 1,WARNING,Consumer
8/1/2019 22:48,platform 1,location 1,WARNING,Consumer
8/1/2019 22:43,platform 1,location 1,WARNING,Consumer
8/1/2019 22:38,platform 1,location 1,WARNING,Consumer
8/1/2019 22:33,platform 1,location 1,WARNING,Consumer
8/1/2019 22:28,platform 1,location 1,WARNING,Consumer
8/1/2019 22:23,platform 1,location 1,WARNING,Consumer
8/1/2019 22:18,platform 1,location 1,WARNING,Consumer
8/1/2019 22:13,platform 1,location 1,WARNING,Consumer
8/1/2019 22:08,platform 1,location 1,WARNING,Consumer
8/1/2019 22:03,platform 1,location 1,WARNING,Consumer
8/1/2019 21:58,platform 1,location 1,WARNING,Consumer
8/1/2019 21:53,platform 1,location 1,WARNING,Consumer
8/1/2019 21:48,platform 1,location 1,WARNING,Consumer
8/1/2019 21:43,platform 1,location 1,WARNING,Consumer
8/1/2019 21:38,platform 1,location 1,CRITICAL,Consumer
8/1/2019 21:33,platform 1,location 1,WARNING,Consumer
8/1/2019 21:28,platform 1,location 1,WARNING,Consumer
8/1/2019 21:23,platform 1,location 1,WARNING,Consumer
8/1/2019 21:18,platform 1,location 1,WARNING,Consumer
8/1/2019 21:13,platform 1,location 1,WARNING,Consumer
8/1/2019 21:08,platform 1,location 1,WARNING,Consumer
8/1/2019 21:03,platform 1,location 1,WARNING,Consumer
8/1/2019 20:58,platform 1,location 1,WARNING,Consumer
8/1/2019 20:53,platform 1,location 1,WARNING,Consumer
8/1/2019 20:48,platform 1,location 1,WARNING,Consumer
8/1/2019 20:38,platform 1,location 1,WARNING,Consumer
8/1/2019 20:33,platform 1,location 1,WARNING,Consumer
8/1/2019 20:28,platform 1,location 1,WARNING,Consumer
8/1/2019 20:23,platform 1,location 1,WARNING,Consumer
8/1/2019 20:18,platform 1,location 1,WARNING,Consumer
8/1/2019 20:13,platform 1,location 1,WARNING,Consumer
8/1/2019 20:08,platform 1,location 1,WARNING,Consumer
8/1/2019 20:03,platform 1,location 1,WARNING,Consumer
8/1/2019 19:58,platform 1,location 1,WARNING,Consumer
8/1/2019 19:53,platform 1,location 1,WARNING,Consumer
8/1/2019 19:48,platform 1,location 1,WARNING,Consumer
8/1/2019 19:43,platform 1,location 1,WARNING,Consumer
8/1/2019 19:38,platform 1,location 1,WARNING,Consumer
8/1/2019 19:33,platform 1,location 1,WARNING,Consumer
8/1/2019 19:28,platform 1,location 1,WARNING,Consumer
8/1/2019 19:23,platform 1,location 1,WARNING,Consumer
8/1/2019 19:18,platform 1,location 1,WARNING,Consumer
8/1/2019 19:13,platform 1,location 1,WARNING,Consumer
8/1/2019 19:08,platform 1,location 1,WARNING,Consumer
8/1/2019 19:03,platform 1,location 1,WARNING,Consumer
8/1/2019 18:58,platform 1,location 1,WARNING,Consumer
8/1/2019 18:53,platform 1,location 1,WARNING,Consumer
8/1/2019 18:48,platform 1,location 1,WARNING,Consumer
8/1/2019 18:43,platform 1,location 1,WARNING,Consumer
8/1/2019 18:33,platform 1,location 1,WARNING,Consumer
8/1/2019 18:28,platform 1,location 1,WARNING,Consumer
8/1/2019 18:23,platform 1,location 1,WARNING,Consumer
8/1/2019 18:18,platform 1,location 1,WARNING,Consumer
8/1/2019 18:13,platform 1,location 1,WARNING,Consumer
8/1/2019 18:08,platform 1,location 1,WARNING,Consumer
8/1/2019 18:03,platform 1,location 1,WARNING,Consumer
8/1/2019 17:58,platform 1,location 1,WARNING,Consumer
8/1/2019 17:53,platform 1,location 1,WARNING,Consumer
8/1/2019 17:48,platform 1,location 1,WARNING,Consumer
8/1/2019 17:43,platform 1,location 1,WARNING,Consumer
8/1/2019 17:38,platform 1,location 1,WARNING,Consumer
8/1/2019 17:33,platform 1,location 1,WARNING,Consumer
8/1/2019 17:28,platform 1,location 1,WARNING,Consumer
8/1/2019 17:23,platform 1,location 1,WARNING,Consumer
8/1/2019 17:18,platform 1,location 1,WARNING,Consumer
8/1/2019 17:13,platform 1,location 1,WARNING,Consumer
8/1/2019 17:08,platform 1,location 1,WARNING,Consumer
8/1/2019 17:03,platform 1,location 1,WARNING,Consumer
8/1/2019 16:58,platform 1,location 1,WARNING,Consumer
8/1/2019 16:53,platform 1,location 1,WARNING,Consumer
8/1/2019 16:48,platform 1,location 1,WARNING,Consumer
8/1/2019 16:43,platform 1,location 1,WARNING,Consumer
8/1/2019 16:38,platform 1,location 1,WARNING,Consumer
8/1/2019 16:33,platform 1,location 1,WARNING,Consumer
8/1/2019 16:28,platform 1,location 1,WARNING,Consumer
8/1/2019 16:23,platform 1,location 1,WARNING,Consumer
8/1/2019 16:13,platform 1,location 1,WARNING,Consumer
8/1/2019 16:08,platform 1,location 1,WARNING,Consumer
8/1/2019 16:03,platform 1,location 1,WARNING,Consumer
8/1/2019 15:58,platform 1,location 1,WARNING,Consumer
8/1/2019 15:53,platform 1,location 1,WARNING,Consumer
8/1/2019 15:48,platform 1,location 1,WARNING,Consumer
8/1/2019 15:43,platform 1,location 1,WARNING,Consumer
8/1/2019 15:38,platform 1,location 1,WARNING,Consumer
8/1/2019 15:33,platform 1,location 1,WARNING,Consumer
8/1/2019 15:28,platform 1,location 1,WARNING,Consumer
8/1/2019 15:23,platform 1,location 1,WARNING,Consumer
8/1/2019 15:18,platform 1,location 1,WARNING,Consumer
8/1/2019 15:13,platform 1,location 1,WARNING,Consumer
8/1/2019 15:08,platform 1,location 1,WARNING,Consumer
8/1/2019 15:03,platform 1,location 1,WARNING,Consumer
8/1/2019 14:58,platform 1,location 1,WARNING,Consumer
8/1/2019 14:53,platform 1,location 1,WARNING,Consumer
8/1/2019 14:48,platform 1,location 1,WARNING,Consumer
8/1/2019 14:43,platform 1,location 1,WARNING,Consumer
8/1/2019 14:38,platform 1,location 1,WARNING,Consumer
8/1/2019 14:33,platform 1,location 1,WARNING,Consumer
8/1/2019 14:28,platform 1,location 1,WARNING,Consumer
8/1/2019 14:23,platform 1,location 1,WARNING,Consumer
8/1/2019 14:18,platform 1,location 1,WARNING,Consumer
8/1/2019 14:13,platform 1,location 1,WARNING,Consumer
8/1/2019 14:08,platform 1,location 1,WARNING,Consumer
8/1/2019 14:03,platform 1,location 1,WARNING,Consumer
8/1/2019 13:58,platform 1,location 1,WARNING,Consumer
8/1/2019 13:53,platform 1,location 1,WARNING,Consumer
8/1/2019 13:48,platform 1,location 1,WARNING,Consumer
8/1/2019 13:43,platform 1,location 1,WARNING,Consumer
8/1/2019 13:38,platform 1,location 1,WARNING,Consumer
8/1/2019 13:33,platform 1,location 1,WARNING,Consumer
8/1/2019 13:28,platform 1,location 1,WARNING,Consumer
8/1/2019 13:23,platform 1,location 1,WARNING,Consumer
8/1/2019 13:18,platform 1,location 1,WARNING,Consumer
8/1/2019 13:14,platform 1,location 1,WARNING,Consumer
8/1/2019 13:09,platform 1,location 1,WARNING,Consumer
8/1/2019 13:04,platform 1,location 1,WARNING,Consumer
8/1/2019 12:59,platform 1,location 1,WARNING,Consumer
8/1/2019 12:54,platform 1,location 1,WARNING,Consumer
8/1/2019 12:49,platform 1,location 1,WARNING,Consumer
8/1/2019 12:39,platform 1,location 1,WARNING,Consumer
8/1/2019 12:34,platform 1,location 1,WARNING,Consumer
8/1/2019 12:29,platform 1,location 1,WARNING,Consumer
8/1/2019 12:24,platform 1,location 1,WARNING,Consumer
8/1/2019 12:19,platform 1,location 1,WARNING,Consumer
8/1/2019 12:14,platform 1,location 1,WARNING,Consumer
8/1/2019 12:09,platform 1,location 1,WARNING,Consumer
8/1/2019 12:04,platform 1,location 1,WARNING,Consumer
8/1/2019 11:59,platform 1,location 1,WARNING,Consumer
8/1/2019 11:54,platform 1,location 1,WARNING,Consumer
8/1/2019 11:44,platform 1,location 1,WARNING,Consumer
8/1/2019 11:39,platform 1,location 1,WARNING,Consumer
8/1/2019 11:34,platform 1,location 1,WARNING,Consumer
8/1/2019 11:24,platform 1,location 1,WARNING,Consumer
8/1/2019 11:08,platform 1,location 1,WARNING,Consumer
8/1/2019 10:58,platform 1,location 1,WARNING,Consumer
8/1/2019 10:53,platform 1,location 1,WARNING,Consumer
8/1/2019 10:48,platform 1,location 1,WARNING,Consumer
8/1/2019 10:43,platform 1,location 1,WARNING,Consumer
8/1/2019 10:33,platform 1,location 1,WARNING,Consumer
8/1/2019 10:28,platform 1,location 1,WARNING,Consumer
8/1/2019 10:23,platform 1,location 1,WARNING,Consumer
8/1/2019 10:18,platform 1,location 1,WARNING,Consumer
8/1/2019 9:53,platform 1,location 1,WARNING,Consumer
8/1/2019 9:48,platform 1,location 1,WARNING,Consumer
8/1/2019 9:43,platform 1,location 1,WARNING,Consumer
8/1/2019 9:33,platform 1,location 1,WARNING,Consumer
8/1/2019 9:23,platform 1,location 1,WARNING,Consumer
8/1/2019 9:14,platform 1,location 1,WARNING,Consumer
8/1/2019 9:09,platform 1,location 1,WARNING,Consumer
8/1/2019 8:59,platform 1,location 1,WARNING,Consumer
8/1/2019 8:39,platform 1,location 1,WARNING,Consumer
8/1/2019 8:34,platform 1,location 1,WARNING,Consumer
8/1/2019 8:29,platform 1,location 1,WARNING,Consumer
8/1/2019 8:24,platform 1,location 1,WARNING,Consumer
8/1/2019 8:13,platform 1,location 1,WARNING,Consumer
8/1/2019 8:08,platform 1,location 1,WARNING,Consumer
8/1/2019 7:58,platform 1,location 1,WARNING,Consumer
8/1/2019 7:53,platform 1,location 1,WARNING,Consumer
8/1/2019 7:38,platform 1,location 1,WARNING,Consumer
8/1/2019 7:28,platform 1,location 1,WARNING,Consumer
8/1/2019 7:14,platform 1,location 1,CRITICAL,Consumer
8/1/2019 7:04,platform 1,location 1,WARNING,Consumer
8/1/2019 6:54,platform 1,location 1,WARNING,Consumer
8/1/2019 6:49,platform 1,location 1,WARNING,Consumer
8/1/2019 6:44,platform 1,location 1,WARNING,Consumer
8/1/2019 6:39,platform 1,location 1,WARNING,Consumer
8/1/2019 6:34,platform 1,location 1,WARNING,Consumer
8/1/2019 6:29,platform 1,location 1,WARNING,Consumer
8/1/2019 6:19,platform 1,location 1,WARNING,Consumer
8/1/2019 6:13,platform 1,location 1,WARNING,Consumer
8/1/2019 6:08,platform 1,location 1,WARNING,Consumer
8/1/2019 6:03,platform 1,location 1,WARNING,Consumer
8/1/2019 5:58,platform 1,location 1,WARNING,Consumer
8/1/2019 5:53,platform 1,location 1,WARNING,Consumer
8/1/2019 5:48,platform 1,location 1,WARNING,Consumer
8/1/2019 5:38,platform 1,location 1,WARNING,Consumer
8/1/2019 5:28,platform 1,location 1,WARNING,Consumer
8/1/2019 5:23,platform 1,location 1,WARNING,Consumer
8/1/2019 5:18,platform 1,location 1,WARNING,Consumer
8/1/2019 5:13,platform 1,location 1,WARNING,Consumer
8/1/2019 5:08,platform 1,location 1,WARNING,Consumer
8/1/2019 5:03,platform 1,location 1,WARNING,Consumer
8/1/2019 4:58,platform 1,location 1,WARNING,Consumer
8/1/2019 4:53,platform 1,location 1,WARNING,Consumer
8/1/2019 4:48,platform 1,location 1,WARNING,Consumer
8/1/2019 4:43,platform 1,location 1,WARNING,Consumer
8/1/2019 4:38,platform 1,location 1,WARNING,Consumer
8/1/2019 4:33,platform 1,location 1,WARNING,Consumer
8/1/2019 4:28,platform 1,location 1,WARNING,Consumer
8/1/2019 4:23,platform 1,location 1,WARNING,Consumer
8/1/2019 4:18,platform 1,location 1,WARNING,Consumer
8/1/2019 4:13,platform 1,location 1,WARNING,Consumer
8/1/2019 4:08,platform 1,location 1,WARNING,Consumer
8/1/2019 4:03,platform 1,location 1,WARNING,Consumer
8/1/2019 3:58,platform 1,location 1,WARNING,Consumer
8/1/2019 3:53,platform 1,location 1,WARNING,Consumer
8/1/2019 3:48,platform 1,location 1,WARNING,Consumer
8/1/2019 3:43,platform 1,location 1,WARNING,Consumer
8/1/2019 3:38,platform 1,location 1,WARNING,Consumer
8/1/2019 3:33,platform 1,location 1,WARNING,Consumer
8/1/2019 3:28,platform 1,location 1,WARNING,Consumer
8/1/2019 3:23,platform 1,location 1,WARNING,Consumer
8/1/2019 3:18,platform 1,location 1,WARNING,Consumer
8/1/2019 3:13,platform 1,location 1,WARNING,Consumer
8/1/2019 3:08,platform 1,location 1,WARNING,Consumer
8/1/2019 3:03,platform 1,location 1,WARNING,Consumer
8/1/2019 2:58,platform 1,location 1,WARNING,Consumer
8/1/2019 2:53,platform 1,location 1,WARNING,Consumer
8/1/2019 2:48,platform 1,location 1,WARNING,Consumer
8/1/2019 2:43,platform 1,location 1,WARNING,Consumer
8/1/2019 2:38,platform 1,location 1,WARNING,Consumer
8/1/2019 2:33,platform 1,location 1,WARNING,Consumer
8/1/2019 2:28,platform 1,location 1,WARNING,Consumer
8/1/2019 2:23,platform 1,location 1,WARNING,Consumer
8/1/2019 2:18,platform 1,location 1,WARNING,Consumer
8/1/2019 2:13,platform 1,location 1,WARNING,Consumer
8/1/2019 2:08,platform 1,location 1,WARNING,Consumer
8/1/2019 2:03,platform 1,location 1,WARNING,Consumer
8/1/2019 1:58,platform 1,location 1,WARNING,Consumer
8/1/2019 1:53,platform 1,location 1,WARNING,Consumer
8/1/2019 1:48,platform 1,location 1,WARNING,Consumer
8/1/2019 1:43,platform 1,location 1,WARNING,Consumer
8/1/2019 1:38,platform 1,location 1,WARNING,Consumer
8/1/2019 1:33,platform 1,location 1,WARNING,Consumer
8/1/2019 1:28,platform 1,location 1,WARNING,Consumer
8/1/2019 1:23,platform 1,location 1,WARNING,Consumer
8/1/2019 1:18,platform 1,location 1,WARNING,Consumer
8/1/2019 1:14,platform 1,location 1,WARNING,Consumer
8/1/2019 1:09,platform 1,location 1,WARNING,Consumer
8/1/2019 1:04,platform 1,location 1,CRITICAL,Consumer
8/1/2019 0:59,platform 1,location 1,WARNING,Consumer
8/1/2019 0:54,platform 1,location 1,WARNING,Consumer
8/1/2019 0:49,platform 1,location 1,WARNING,Consumer
8/1/2019 0:44,platform 1,location 1,WARNING,Consumer
8/1/2019 0:39,platform 1,location 1,WARNING,Consumer
8/1/2019 0:34,platform 1,location 1,WARNING,Consumer
8/1/2019 0:29,platform 1,location 1,WARNING,Consumer
8/1/2019 0:24,platform 1,location 1,WARNING,Consumer
8/1/2019 0:19,platform 1,location 1,WARNING,Consumer
8/1/2019 0:13,platform 1,location 1,WARNING,Consumer
8/1/2019 0:08,platform 1,location 1,WARNING,Consumer
8/1/2019 0:03,platform 1,location 1,WARNING,Consumer
7/31/2019 23:58,platform 1,location 1,WARNING,Consumer
7/31/2019 23:53,platform 1,location 1,WARNING,Consumer
7/31/2019 23:48,platform 1,location 1,WARNING,Consumer
7/31/2019 23:43,platform 1,location 1,CRITICAL,Consumer
7/31/2019 23:38,platform 1,location 1,WARNING,Consumer
7/31/2019 23:33,platform 1,location 1,WARNING,Consumer
7/31/2019 23:28,platform 1,location 1,WARNING,Consumer
7/31/2019 23:23,platform 1,location 1,WARNING,Consumer
