datetime,Platform Name,location,priority,monitoring item
9/26/2019 6:08,platform 2,location 1,CRITICAL,Interface
9/26/2019 6:07,platform 2,location 2,WARNING,Interface
9/26/2019 5:59,platform 2,location 2,WARNING,Interface
9/26/2019 5:58,platform 2,location 2,WARNING,Interface
9/26/2019 5:57,platform 2,location 2,WARNING,Interface
9/26/2019 5:48,platform 2,location 2,WARNING,Interface
9/26/2019 5:47,platform 2,location 2,WARNING,Interface
9/26/2019 5:43,platform 2,location 2,WARNING,Interface
9/26/2019 5:42,platform 2,location 2,WARNING,Interface
9/26/2019 4:27,platform 2,location 2,WARNING,Interface
9/26/2019 4:23,platform 2,location 2,WARNING,Interface
9/26/2019 4:18,platform 2,location 2,WARNING,Interface
9/26/2019 4:17,platform 2,location 2,WARNING,Interface
9/26/2019 4:14,platform 2,location 2,WARNING,Interface
9/26/2019 4:13,platform 2,location 2,WARNING,Interface
9/26/2019 4:12,platform 2,location 2,WARNING,Interface
9/26/2019 4:08,platform 2,location 2,WARNING,Interface
9/26/2019 4:07,platform 2,location 2,WARNING,Interface
9/26/2019 4:03,platform 2,location 2,WARNING,Interface
9/26/2019 3:23,platform 2,location 2,WARNING,Interface
9/26/2019 3:22,platform 2,location 2,WARNING,Interface
9/26/2019 3:19,platform 2,location 2,WARNING,Interface
9/26/2019 3:13,platform 2,location 2,WARNING,Interface
9/26/2019 3:12,platform 2,location 2,WARNING,Interface
9/26/2019 3:03,platform 2,location 2,WARNING,Interface
9/26/2019 3:02,platform 2,location 2,WARNING,Interface
9/26/2019 2:53,platform 2,location 2,WARNING,Interface
9/26/2019 2:52,platform 2,location 2,WARNING,Interface
9/26/2019 2:32,platform 2,location 2,WARNING,Interface
9/26/2019 2:28,platform 2,location 2,WARNING,Interface
9/26/2019 2:22,platform 2,location 2,WARNING,Interface
9/26/2019 2:18,platform 2,location 2,WARNING,Interface
9/26/2019 2:12,platform 2,location 2,WARNING,Interface
9/26/2019 2:08,platform 2,location 2,WARNING,Interface
9/26/2019 2:02,platform 2,location 2,WARNING,Interface
9/26/2019 1:58,platform 2,location 2,WARNING,Interface
9/26/2019 1:38,platform 2,location 2,WARNING,Interface
9/26/2019 1:37,platform 2,location 2,WARNING,Interface
9/26/2019 1:28,platform 2,location 2,WARNING,Interface
9/26/2019 1:27,platform 2,location 2,WARNING,Interface
9/26/2019 1:18,platform 2,location 2,WARNING,Interface
9/26/2019 1:17,platform 2,location 2,WARNING,Interface
9/26/2019 1:14,platform 2,location 2,WARNING,Interface
9/26/2019 1:12,platform 2,location 2,WARNING,Interface
9/26/2019 1:08,platform 2,location 2,WARNING,Interface
9/26/2019 1:07,platform 2,location 2,WARNING,Interface
9/26/2019 1:03,platform 2,location 2,WARNING,Interface
9/26/2019 0:18,platform 2,location 2,WARNING,Interface
9/26/2019 0:17,platform 2,location 2,WARNING,Interface
9/26/2019 0:08,platform 2,location 2,WARNING,Interface
9/26/2019 0:07,platform 2,location 2,WARNING,Interface
9/26/2019 0:03,platform 2,location 2,WARNING,Interface
9/26/2019 0:02,platform 2,location 1,WARNING,Interface
9/26/2019 0:02,platform 2,location 1,WARNING,Interface
9/26/2019 0:02,platform 2,location 2,WARNING,Interface
9/25/2019 23:53,platform 2,location 2,WARNING,Interface
9/25/2019 23:52,platform 2,location 2,WARNING,Interface
9/25/2019 23:48,platform 2,location 2,WARNING,Interface
9/25/2019 23:47,platform 2,location 2,WARNING,Interface
9/25/2019 23:28,platform 2,location 2,WARNING,Interface
9/25/2019 23:27,platform 2,location 2,WARNING,Interface
9/25/2019 23:23,platform 2,location 2,WARNING,Interface
9/25/2019 23:22,platform 2,location 2,WARNING,Interface
9/25/2019 23:19,platform 2,location 2,WARNING,Interface
9/25/2019 23:18,platform 2,location 2,WARNING,Interface
9/25/2019 23:17,platform 2,location 2,WARNING,Interface
9/25/2019 23:03,platform 2,location 2,WARNING,Interface
9/25/2019 23:02,platform 2,location 2,WARNING,Interface
9/25/2019 22:59,platform 2,location 2,WARNING,Interface
9/25/2019 22:58,platform 2,location 2,WARNING,Interface
9/25/2019 22:57,platform 2,location 2,WARNING,Interface
9/25/2019 22:53,platform 2,location 2,WARNING,Interface
9/25/2019 21:33,platform 2,location 2,WARNING,Interface
9/25/2019 21:32,platform 2,location 2,WARNING,Interface
9/25/2019 21:23,platform 2,location 2,WARNING,Interface
9/25/2019 21:22,platform 2,location 2,WARNING,Interface
9/25/2019 21:13,platform 2,location 2,WARNING,Interface
9/25/2019 21:12,platform 2,location 2,WARNING,Interface
9/25/2019 21:03,platform 2,location 2,WARNING,Interface
9/25/2019 21:02,platform 2,location 2,WARNING,Interface
9/25/2019 20:53,platform 2,location 2,WARNING,Interface
9/25/2019 20:52,platform 2,location 2,WARNING,Interface
9/25/2019 20:43,platform 2,location 2,WARNING,Interface
9/25/2019 20:42,platform 2,location 2,WARNING,Interface
9/25/2019 20:33,platform 2,location 2,WARNING,Interface
9/25/2019 20:32,platform 2,location 2,WARNING,Interface
9/25/2019 20:22,platform 2,location 2,WARNING,Interface
9/25/2019 20:18,platform 2,location 2,WARNING,Interface
9/25/2019 20:12,platform 2,location 2,WARNING,Interface
9/25/2019 20:08,platform 2,location 2,WARNING,Interface
9/25/2019 20:02,platform 2,location 2,WARNING,Interface
9/25/2019 19:58,platform 2,location 2,WARNING,Interface
9/25/2019 19:52,platform 2,location 2,WARNING,Interface
9/25/2019 19:48,platform 2,location 2,WARNING,Interface
9/25/2019 19:42,platform 2,location 2,WARNING,Interface
9/25/2019 19:38,platform 2,location 2,WARNING,Interface
9/25/2019 19:33,platform 2,location 2,WARNING,Interface
9/25/2019 19:32,platform 2,location 2,WARNING,Interface
9/25/2019 19:29,platform 2,location 2,WARNING,Interface
9/25/2019 19:29,platform 2,location 2,WARNING,Interface
9/25/2019 19:28,platform 2,location 2,WARNING,Interface
9/25/2019 19:27,platform 2,location 2,WARNING,Interface
9/25/2019 19:23,platform 2,location 2,WARNING,Interface
9/25/2019 19:22,platform 2,location 2,WARNING,Interface
9/25/2019 19:18,platform 2,location 2,WARNING,Interface
9/25/2019 17:28,platform 2,location 2,WARNING,Interface
9/25/2019 17:27,platform 2,location 2,WARNING,Interface
9/25/2019 17:18,platform 2,location 2,WARNING,Interface
9/25/2019 17:17,platform 2,location 2,WARNING,Interface
9/25/2019 17:08,platform 2,location 2,WARNING,Interface
9/25/2019 17:07,platform 2,location 2,WARNING,Interface
9/25/2019 16:58,platform 2,location 2,WARNING,Interface
9/25/2019 16:57,platform 2,location 2,WARNING,Interface
9/25/2019 16:48,platform 2,location 2,WARNING,Interface
9/25/2019 16:47,platform 2,location 2,WARNING,Interface
9/25/2019 16:43,platform 2,location 2,WARNING,Interface
9/25/2019 16:42,platform 2,location 2,WARNING,Interface
9/25/2019 16:39,platform 2,location 2,WARNING,Interface
9/25/2019 16:38,platform 2,location 2,WARNING,Interface
9/25/2019 16:37,platform 2,location 2,WARNING,Interface
9/25/2019 16:34,platform 2,location 2,WARNING,Interface
9/25/2019 16:33,platform 2,location 2,WARNING,Interface
9/25/2019 16:32,platform 2,location 2,WARNING,Interface
9/25/2019 15:23,platform 2,location 2,WARNING,Interface
9/25/2019 15:22,platform 2,location 2,WARNING,Interface
9/25/2019 15:03,platform 2,location 2,WARNING,Interface
9/25/2019 15:02,platform 2,location 2,WARNING,Interface
9/25/2019 14:45,platform 2,location 2,CRITICAL,Interface
9/25/2019 14:43,platform 2,location 2,WARNING,Interface
9/25/2019 14:42,platform 2,location 2,WARNING,Interface
9/25/2019 14:39,platform 2,location 2,WARNING,Interface
9/25/2019 14:38,platform 2,location 2,WARNING,Interface
9/25/2019 14:37,platform 2,location 2,WARNING,Interface
9/25/2019 14:33,platform 2,location 2,WARNING,Interface
9/25/2019 14:32,platform 2,location 2,WARNING,Interface
9/25/2019 14:13,platform 2,location 2,WARNING,Interface
9/25/2019 14:12,platform 2,location 2,WARNING,Interface
9/25/2019 14:09,platform 2,location 2,WARNING,Interface
9/25/2019 14:08,platform 2,location 2,WARNING,Interface
9/25/2019 13:32,platform 2,location 2,WARNING,Interface
9/25/2019 13:29,platform 2,location 2,WARNING,Interface
9/25/2019 13:28,platform 2,location 2,WARNING,Interface
9/25/2019 13:27,platform 2,location 2,WARNING,Interface
9/25/2019 13:24,platform 2,location 2,WARNING,Interface
9/25/2019 13:23,platform 2,location 2,WARNING,Interface
9/25/2019 13:22,platform 2,location 2,WARNING,Interface
9/25/2019 13:19,platform 2,location 2,WARNING,Interface
9/25/2019 13:18,platform 2,location 2,WARNING,Interface
9/25/2019 13:17,platform 2,location 2,WARNING,Interface
9/25/2019 13:14,platform 2,location 2,WARNING,Interface
9/25/2019 13:14,platform 2,location 2,WARNING,Interface
9/25/2019 13:13,platform 2,location 2,WARNING,Interface
9/25/2019 11:34,platform 2,location 2,WARNING,Interface
9/25/2019 11:29,platform 2,location 2,WARNING,Interface
9/25/2019 11:19,platform 2,location 2,WARNING,Interface
9/25/2019 11:14,platform 2,location 2,WARNING,Interface
9/25/2019 11:13,platform 2,location 2,WARNING,Interface
9/25/2019 11:12,platform 2,location 2,WARNING,Interface
9/25/2019 11:09,platform 2,location 2,WARNING,Interface
9/25/2019 11:04,platform 2,location 2,WARNING,Interface
9/25/2019 11:03,platform 2,location 2,WARNING,Interface
9/25/2019 11:02,platform 2,location 2,WARNING,Interface
9/25/2019 10:54,platform 2,location 2,WARNING,Interface
9/25/2019 10:53,platform 2,location 2,WARNING,Interface
9/25/2019 10:52,platform 2,location 2,WARNING,Interface
9/25/2019 10:51,platform 2,location 2,CRITICAL,Interface
9/25/2019 10:50,platform 2,location 2,CRITICAL,Interface
9/25/2019 10:33,platform 2,location 2,WARNING,Interface
9/25/2019 10:32,platform 2,location 2,WARNING,Interface
9/25/2019 10:23,platform 2,location 2,WARNING,Interface
9/25/2019 10:22,platform 2,location 2,WARNING,Interface
9/25/2019 10:16,platform 2,location 2,CRITICAL,Interface
9/25/2019 10:05,platform 2,location 2,CRITICAL,Interface
9/25/2019 10:04,platform 2,location 2,WARNING,Interface
9/25/2019 10:03,platform 2,location 2,WARNING,Interface
9/25/2019 10:02,platform 2,location 2,WARNING,Interface
9/25/2019 9:52,platform 2,location 2,WARNING,Interface
9/25/2019 9:48,platform 2,location 2,WARNING,Interface
9/25/2019 9:42,platform 2,location 2,WARNING,Interface
9/25/2019 9:38,platform 2,location 2,WARNING,Interface
9/25/2019 9:22,platform 2,location 2,WARNING,Interface
9/25/2019 9:18,platform 2,location 2,WARNING,Interface
9/25/2019 9:13,platform 2,location 2,WARNING,Interface
9/25/2019 9:12,platform 2,location 2,CRITICAL,Interface
9/25/2019 9:12,platform 2,location 2,WARNING,Interface
9/25/2019 9:08,platform 2,location 2,WARNING,Interface
9/25/2019 8:28,platform 2,location 2,WARNING,Interface
9/25/2019 8:27,platform 2,location 2,WARNING,Interface
9/25/2019 8:19,platform 2,location 2,WARNING,Interface
9/25/2019 8:18,platform 2,location 2,WARNING,Interface
9/25/2019 8:17,platform 2,location 2,WARNING,Interface
9/25/2019 8:08,platform 2,location 2,WARNING,Interface
9/25/2019 8:07,platform 2,location 2,WARNING,Interface
9/25/2019 7:58,platform 2,location 2,WARNING,Interface
9/25/2019 7:57,platform 2,location 2,WARNING,Interface
9/25/2019 7:53,platform 2,location 2,WARNING,Interface
9/25/2019 7:52,platform 2,location 2,WARNING,Interface
9/25/2019 7:27,platform 2,location 2,WARNING,Interface
9/25/2019 7:23,platform 2,location 2,WARNING,Interface
9/25/2019 7:17,platform 2,location 2,WARNING,Interface
9/25/2019 7:16,platform 2,location 2,CRITICAL,Interface
9/25/2019 7:13,platform 2,location 2,WARNING,Interface
9/25/2019 7:09,platform 2,location 2,WARNING,Interface
9/25/2019 7:07,platform 2,location 2,WARNING,Interface
9/25/2019 7:04,platform 2,location 2,WARNING,Interface
9/25/2019 7:03,platform 2,location 2,WARNING,Interface
9/25/2019 6:59,platform 2,location 2,WARNING,Interface
9/25/2019 6:54,platform 2,location 2,WARNING,Interface
9/25/2019 6:49,platform 2,location 2,WARNING,Interface
9/25/2019 6:47,platform 2,location 2,WARNING,Interface
9/25/2019 6:44,platform 2,location 2,WARNING,Interface
9/25/2019 6:43,platform 2,location 2,WARNING,Interface
9/25/2019 6:39,platform 2,location 2,WARNING,Interface
9/25/2019 6:38,platform 2,location 2,WARNING,Interface
9/25/2019 6:37,platform 2,location 2,WARNING,Interface
9/25/2019 6:23,platform 2,location 2,WARNING,Interface
9/25/2019 6:22,platform 2,location 2,WARNING,Interface
9/25/2019 6:13,platform 2,location 2,WARNING,Interface
9/25/2019 6:12,platform 2,location 2,CRITICAL,Interface
9/25/2019 6:12,platform 2,location 2,WARNING,Interface
9/25/2019 6:09,platform 2,location 2,WARNING,Interface
9/25/2019 6:08,platform 2,location 1,CRITICAL,Interface
9/25/2019 6:04,platform 2,location 2,WARNING,Interface
9/25/2019 5:59,platform 2,location 2,WARNING,Interface
9/25/2019 5:54,platform 2,location 2,WARNING,Interface
9/25/2019 5:53,platform 2,location 2,WARNING,Interface
9/25/2019 5:52,platform 2,location 2,WARNING,Interface
9/25/2019 5:47,platform 2,location 2,CRITICAL,Interface
9/25/2019 5:44,platform 2,location 2,WARNING,Interface
9/25/2019 5:43,platform 2,location 2,WARNING,Interface
9/25/2019 5:42,platform 2,location 2,WARNING,Interface
9/25/2019 5:39,platform 2,location 2,WARNING,Interface
9/25/2019 5:34,platform 2,location 2,WARNING,Interface
9/25/2019 5:29,platform 2,location 2,WARNING,Interface
9/25/2019 5:29,platform 2,location 2,WARNING,Interface
9/25/2019 5:23,platform 2,location 2,WARNING,Interface
9/25/2019 5:22,platform 2,location 2,WARNING,Interface
9/25/2019 5:14,platform 2,location 2,WARNING,Interface
9/25/2019 5:13,platform 2,location 2,WARNING,Interface
9/25/2019 5:12,platform 2,location 2,WARNING,Interface
9/25/2019 4:52,platform 2,location 2,WARNING,Interface
9/25/2019 4:48,platform 2,location 2,WARNING,Interface
9/25/2019 4:47,platform 2,location 2,WARNING,Interface
9/25/2019 4:42,platform 2,location 2,WARNING,Interface
9/25/2019 4:38,platform 2,location 2,WARNING,Interface
9/25/2019 4:32,platform 2,location 2,WARNING,Interface
9/25/2019 4:28,platform 2,location 2,WARNING,Interface
9/25/2019 4:22,platform 2,location 2,WARNING,Interface
9/25/2019 4:18,platform 2,location 2,WARNING,Interface
9/25/2019 4:08,platform 2,location 2,WARNING,Interface
9/25/2019 4:07,platform 2,location 2,WARNING,Interface
9/25/2019 3:48,platform 2,location 2,WARNING,Interface
9/25/2019 3:47,platform 2,location 2,WARNING,Interface
9/25/2019 3:28,platform 2,location 2,WARNING,Interface
9/25/2019 3:27,platform 2,location 2,WARNING,Interface
9/25/2019 3:14,platform 2,location 2,WARNING,Interface
9/25/2019 3:08,platform 2,location 2,WARNING,Interface
9/25/2019 3:07,platform 2,location 2,WARNING,Interface
9/25/2019 2:58,platform 2,location 2,WARNING,Interface
9/25/2019 2:57,platform 2,location 2,WARNING,Interface
9/25/2019 2:48,platform 2,location 2,WARNING,Interface
9/25/2019 2:47,platform 2,location 2,WARNING,Interface
9/25/2019 2:44,platform 2,location 2,WARNING,Interface
9/25/2019 2:38,platform 2,location 2,WARNING,Interface
9/25/2019 2:37,platform 2,location 2,WARNING,Interface
9/25/2019 2:23,platform 2,location 2,CRITICAL,Interface
9/25/2019 2:13,platform 2,location 2,CRITICAL,Interface
9/25/2019 2:03,platform 2,location 2,CRITICAL,Interface
9/25/2019 1:43,platform 2,location 2,CRITICAL,Interface
9/25/2019 1:38,platform 2,location 2,CRITICAL,Interface
9/25/2019 1:19,platform 2,location 2,WARNING,Interface
9/25/2019 1:14,platform 2,location 2,WARNING,Interface
9/25/2019 1:13,platform 2,location 2,CRITICAL,Interface
9/25/2019 0:53,platform 2,location 2,CRITICAL,Interface
9/25/2019 0:49,platform 2,location 2,WARNING,Interface
9/25/2019 0:33,platform 2,location 2,CRITICAL,Interface
9/25/2019 0:23,platform 2,location 2,CRITICAL,Interface
9/25/2019 0:13,platform 2,location 2,CRITICAL,Interface
9/25/2019 0:04,platform 2,location 2,WARNING,Interface
9/25/2019 0:03,platform 2,location 2,WARNING,Interface
9/25/2019 0:02,platform 2,location 1,WARNING,Interface
9/25/2019 0:02,platform 2,location 1,WARNING,Interface
9/25/2019 0:02,platform 2,location 2,WARNING,Interface
9/24/2019 23:48,platform 2,location 2,CRITICAL,Interface
9/24/2019 23:38,platform 2,location 2,CRITICAL,Interface
9/24/2019 23:28,platform 2,location 2,CRITICAL,Interface
9/24/2019 23:18,platform 2,location 2,CRITICAL,Interface
9/24/2019 22:58,platform 2,location 2,CRITICAL,Interface
9/24/2019 22:39,platform 2,location 2,WARNING,Interface
9/24/2019 22:38,platform 2,location 2,CRITICAL,Interface
9/24/2019 22:29,platform 2,location 2,WARNING,Interface
9/24/2019 22:28,platform 2,location 2,CRITICAL,Interface
9/24/2019 22:18,platform 2,location 2,CRITICAL,Interface
9/24/2019 22:09,platform 2,location 2,WARNING,Interface
9/24/2019 21:59,platform 2,location 2,WARNING,Interface
9/24/2019 17:23,platform 2,location 1,CRITICAL,Interface
9/24/2019 13:39,platform 2,location 2,WARNING,Interface
9/24/2019 13:24,platform 2,location 2,WARNING,Interface
9/24/2019 12:19,platform 2,location 2,WARNING,Interface
9/24/2019 11:53,platform 2,location 1,CRITICAL,Interface
9/24/2019 11:39,platform 2,location 2,WARNING,Interface
9/24/2019 10:09,platform 2,location 2,WARNING,Interface
9/24/2019 9:59,platform 2,location 2,WARNING,Interface
9/24/2019 8:29,platform 2,location 2,WARNING,Interface
9/24/2019 7:19,platform 2,location 2,WARNING,Interface
9/24/2019 6:24,platform 2,location 2,WARNING,Interface
9/24/2019 6:19,platform 2,location 2,WARNING,Interface
9/24/2019 6:14,platform 2,location 2,WARNING,Interface
9/24/2019 6:08,platform 2,location 1,CRITICAL,Interface
9/24/2019 5:54,platform 2,location 2,WARNING,Interface
9/24/2019 5:44,platform 2,location 2,WARNING,Interface
9/24/2019 1:39,platform 2,location 2,WARNING,Interface
9/24/2019 1:04,platform 2,location 2,WARNING,Interface
9/24/2019 0:07,platform 2,location 2,CRITICAL,Interface
9/24/2019 0:03,platform 2,location 2,CRITICAL,Interface
9/24/2019 0:03,platform 2,location 2,WARNING,Interface
9/24/2019 0:02,platform 2,location 1,WARNING,Interface
9/24/2019 0:02,platform 2,location 2,CRITICAL,Interface
9/24/2019 0:02,platform 2,location 2,WARNING,Interface
9/24/2019 0:02,platform 2,location 1,WARNING,Interface
9/23/2019 19:06,platform 2,location 1,CRITICAL,Interface
9/23/2019 18:51,platform 2,location 1,CRITICAL,Interface
9/23/2019 18:26,platform 2,location 1,CRITICAL,Interface
9/23/2019 8:08,platform 2,location 1,CRITICAL,Interface
9/23/2019 6:08,platform 2,location 1,CRITICAL,Interface
9/23/2019 3:54,platform 2,location 2,WARNING,Interface
9/23/2019 3:29,platform 2,location 2,WARNING,Interface
9/23/2019 3:19,platform 2,location 2,WARNING,Interface
9/23/2019 1:09,platform 2,location 2,WARNING,Interface
9/23/2019 0:59,platform 2,location 2,WARNING,Interface
9/23/2019 0:49,platform 2,location 2,WARNING,Interface
9/23/2019 0:29,platform 2,location 2,WARNING,Interface
9/23/2019 0:10,platform 2,location 2,CRITICAL,Interface
9/23/2019 0:05,platform 2,location 2,CRITICAL,Interface
9/23/2019 0:04,platform 2,location 2,WARNING,Interface
9/23/2019 0:03,platform 2,location 2,CRITICAL,Interface
9/23/2019 0:02,platform 2,location 1,WARNING,Interface
9/23/2019 0:02,platform 2,location 2,CRITICAL,Interface
9/23/2019 0:02,platform 2,location 2,WARNING,Interface
9/23/2019 0:02,platform 2,location 1,WARNING,Interface
9/22/2019 16:08,platform 2,location 1,CRITICAL,Interface
9/22/2019 10:57,platform 2,location 2,CRITICAL,Interface
9/22/2019 10:56,platform 2,location 2,CRITICAL,Interface
9/22/2019 6:08,platform 2,location 1,CRITICAL,Interface
9/22/2019 1:53,platform 2,location 1,CRITICAL,Interface
9/22/2019 0:07,platform 2,location 2,CRITICAL,Interface
9/22/2019 0:06,platform 2,location 2,CRITICAL,Interface
9/22/2019 0:03,platform 2,location 2,CRITICAL,Interface
9/22/2019 0:03,platform 2,location 2,WARNING,Interface
9/22/2019 0:02,platform 2,location 1,WARNING,Interface
9/22/2019 0:02,platform 2,location 2,CRITICAL,Interface
9/22/2019 0:02,platform 2,location 2,WARNING,Interface
9/22/2019 0:02,platform 2,location 1,WARNING,Interface
9/21/2019 23:21,platform 2,location 2,CRITICAL,Interface
9/21/2019 23:20,platform 2,location 2,CRITICAL,Interface
9/21/2019 23:19,platform 2,location 1,CRITICAL,Interface
9/21/2019 17:34,platform 2,location 2,CRITICAL,Interface
9/21/2019 17:33,platform 2,location 2,CRITICAL,Interface
9/21/2019 13:08,platform 2,location 1,CRITICAL,Interface
9/21/2019 8:14,platform 2,location 1,WARNING,Interface
9/21/2019 1:23,platform 2,location 2,CRITICAL,Interface
9/21/2019 1:22,platform 2,location 2,CRITICAL,Interface
9/21/2019 0:04,platform 2,location 2,WARNING,Interface
9/21/2019 0:02,platform 2,location 1,WARNING,Interface
9/21/2019 0:02,platform 2,location 2,CRITICAL,Interface
9/21/2019 0:02,platform 2,location 2,WARNING,Interface
9/21/2019 0:02,platform 2,location 2,CRITICAL,Interface
9/21/2019 0:02,platform 2,location 1,WARNING,Interface
9/21/2019 0:02,platform 2,location 2,CRITICAL,Interface
9/20/2019 21:35,platform 2,location 2,CRITICAL,Interface
9/20/2019 20:59,platform 2,location 2,CRITICAL,Interface
9/20/2019 18:26,platform 2,location 1,CRITICAL,Interface
9/20/2019 13:56,platform 2,location 2,CRITICAL,Interface
9/20/2019 13:51,platform 2,location 2,CRITICAL,Interface
9/20/2019 13:04,platform 2,location 2,WARNING,Interface
9/20/2019 12:54,platform 2,location 2,WARNING,Interface
9/20/2019 12:44,platform 2,location 2,WARNING,Interface
9/20/2019 12:29,platform 2,location 2,WARNING,Interface
9/20/2019 12:24,platform 2,location 2,WARNING,Interface
9/20/2019 12:19,platform 2,location 2,WARNING,Interface
9/20/2019 12:09,platform 2,location 2,WARNING,Interface
9/20/2019 11:49,platform 2,location 2,CRITICAL,Interface
9/20/2019 11:49,platform 2,location 2,WARNING,Interface
9/20/2019 11:49,platform 2,location 2,WARNING,Interface
9/20/2019 11:49,platform 2,location 2,WARNING,Interface
9/20/2019 11:48,platform 2,location 2,WARNING,Interface
9/20/2019 11:37,platform 2,location 2,OK,Interface
9/20/2019 11:37,platform 2,location 2,OK,Interface
9/20/2019 11:37,platform 2,location 2,OK,Interface
9/20/2019 11:36,platform 2,location 2,OK,Interface
9/20/2019 11:36,platform 2,location 2,OK,Interface
9/20/2019 11:36,platform 2,location 2,CRITICAL,Interface
9/20/2019 11:36,platform 2,location 2,WARNING,Interface
9/20/2019 11:36,platform 2,location 2,CRITICAL,Interface
9/20/2019 11:35,platform 2,location 2,WARNING,Interface
9/20/2019 11:35,platform 2,location 2,WARNING,Interface
9/20/2019 11:09,platform 2,location 2,WARNING,Interface
9/20/2019 10:54,platform 2,location 2,WARNING,Interface
9/20/2019 10:24,platform 2,location 2,WARNING,Interface
9/20/2019 10:19,platform 2,location 2,WARNING,Interface
9/20/2019 10:15,platform 2,location 2,CRITICAL,Interface
9/20/2019 10:04,platform 2,location 2,CRITICAL,Interface
9/20/2019 10:04,platform 2,location 2,WARNING,Interface
9/20/2019 9:54,platform 2,location 2,WARNING,Interface
9/20/2019 9:54,platform 2,location 2,WARNING,Interface
9/20/2019 9:39,platform 2,location 2,WARNING,Interface
9/20/2019 9:39,platform 2,location 2,WARNING,Interface
9/20/2019 9:34,platform 2,location 2,WARNING,Interface
9/20/2019 9:29,platform 2,location 2,WARNING,Interface
9/20/2019 9:29,platform 2,location 2,WARNING,Interface
9/20/2019 9:24,platform 2,location 2,WARNING,Interface
9/20/2019 9:19,platform 2,location 2,WARNING,Interface
9/20/2019 9:14,platform 2,location 2,WARNING,Interface
9/20/2019 9:14,platform 2,location 2,WARNING,Interface
9/20/2019 9:04,platform 2,location 2,WARNING,Interface
9/20/2019 8:54,platform 2,location 2,WARNING,Interface
9/20/2019 8:54,platform 2,location 2,WARNING,Interface
9/20/2019 8:24,platform 2,location 2,WARNING,Interface
9/20/2019 8:14,platform 2,location 2,WARNING,Interface
9/20/2019 8:04,platform 2,location 2,WARNING,Interface
9/20/2019 7:59,platform 2,location 2,WARNING,Interface
9/20/2019 7:54,platform 2,location 2,WARNING,Interface
9/20/2019 7:49,platform 2,location 2,WARNING,Interface
9/20/2019 7:49,platform 2,location 2,WARNING,Interface
9/20/2019 7:29,platform 2,location 2,WARNING,Interface
9/20/2019 7:09,platform 2,location 2,WARNING,Interface
9/20/2019 7:04,platform 2,location 2,WARNING,Interface
9/20/2019 6:59,platform 2,location 2,WARNING,Interface
9/20/2019 6:54,platform 2,location 2,WARNING,Interface
9/20/2019 6:49,platform 2,location 2,WARNING,Interface
9/20/2019 6:49,platform 2,location 2,WARNING,Interface
9/20/2019 6:44,platform 2,location 2,WARNING,Interface
9/20/2019 6:34,platform 2,location 2,WARNING,Interface
9/20/2019 6:34,platform 2,location 2,WARNING,Interface
9/20/2019 6:24,platform 2,location 2,WARNING,Interface
9/20/2019 6:09,platform 2,location 2,WARNING,Interface
9/20/2019 6:09,platform 2,location 2,WARNING,Interface
9/20/2019 6:08,platform 2,location 1,CRITICAL,Interface
9/20/2019 5:59,platform 2,location 2,WARNING,Interface
9/20/2019 5:56,platform 2,location 1,CRITICAL,Interface
9/20/2019 5:54,platform 2,location 2,WARNING,Interface
9/20/2019 5:54,platform 2,location 2,WARNING,Interface
9/20/2019 5:49,platform 2,location 2,WARNING,Interface
9/20/2019 5:29,platform 2,location 2,WARNING,Interface
9/20/2019 5:19,platform 2,location 2,WARNING,Interface
9/20/2019 5:14,platform 2,location 2,WARNING,Interface
9/20/2019 5:09,platform 2,location 2,WARNING,Interface
9/20/2019 5:09,platform 2,location 2,WARNING,Interface
9/20/2019 5:00,platform 2,location 2,CRITICAL,Interface
9/20/2019 4:54,platform 2,location 2,WARNING,Interface
9/20/2019 4:45,platform 2,location 2,CRITICAL,Interface
9/20/2019 4:44,platform 2,location 2,WARNING,Interface
9/20/2019 4:29,platform 2,location 2,WARNING,Interface
9/20/2019 4:27,platform 2,location 2,CRITICAL,Interface
9/20/2019 4:24,platform 2,location 2,WARNING,Interface
9/20/2019 4:14,platform 2,location 2,CRITICAL,Interface
9/20/2019 4:13,platform 2,location 2,WARNING,Interface
9/20/2019 3:59,platform 2,location 2,WARNING,Interface
9/20/2019 2:54,platform 2,location 2,CRITICAL,Interface
9/20/2019 2:53,platform 2,location 2,WARNING,Interface
9/20/2019 2:39,platform 2,location 2,WARNING,Interface
9/20/2019 2:29,platform 2,location 2,WARNING,Interface
9/20/2019 2:09,platform 2,location 2,WARNING,Interface
9/20/2019 1:54,platform 2,location 2,WARNING,Interface
9/20/2019 1:49,platform 2,location 2,WARNING,Interface
9/20/2019 1:44,platform 2,location 2,WARNING,Interface
9/20/2019 1:43,platform 2,location 2,WARNING,Interface
9/20/2019 1:39,platform 2,location 2,CRITICAL,Interface
9/20/2019 1:39,platform 2,location 2,WARNING,Interface
9/20/2019 1:29,platform 2,location 2,WARNING,Interface
9/20/2019 0:14,platform 2,location 2,CRITICAL,Interface
9/20/2019 0:13,platform 2,location 2,WARNING,Interface
9/20/2019 0:08,platform 2,location 2,CRITICAL,Interface
9/20/2019 0:07,platform 2,location 2,CRITICAL,Interface
9/20/2019 0:04,platform 2,location 2,CRITICAL,Interface
9/20/2019 0:04,platform 2,location 2,CRITICAL,Interface
